unit,unit_emoji,level,lesson,vi,say,activities,emoji,type,min_age,max_age,de,en,fr,ko,ja,pic
Vần có âm cuối,🔗,1,"Vần on, ôm, ơm, ôp, ơp",chớp,,,⚡,word,5,8,Blitz,lightning,éclair,번개,稲妻,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",hai,,spell_along build_syllable read_pick listen_repeat,2️⃣,word,5,8,zwei,two,deux,둘,二,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",tay,,,✋,word,5,8,Hand,hand,main,손,手,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",cây,,,🌳,word,5,8,Baum,tree,arbre,나무,木,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",bay,,,✈️,word,5,8,fliegen,to fly,voler,날다,飛ぶ,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",chai,,,🍾,word,5,8,Flasche,bottle,bouteille,병,瓶,
Vần có âm cuối,🔗,1,"Vần ai, ay, ây",mây,,,☁️,word,5,8,Wolke,cloud,nuage,구름,雲,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",voi,,spell_along build_syllable read_pick listen_repeat,🐘,word,5,8,Elefant,elephant,éléphant,코끼리,ぞう,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",tôi,,,🙋,word,5,8,ich,I,"je, moi",저,私,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",xôi,,,🍙,word,5,8,Klebreis,sticky rice,riz gluant,찰밥,おこわ,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",núi,,,⛰️,word,5,8,Berg,mountain,montagne,산,山,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",túi,,,👜,word,5,8,Tasche,bag,sac,가방,かばん,
Vần có âm cuối,🔗,1,"Vần oi, ôi, ơi, ui",bơi,,,🏊,word,5,8,schwimmen,to swim,nager,수영하다,泳ぐ,
Vần có âm cuối,🔗,1,"Vần ao, eo",sao,,spell_along build_syllable read_pick listen_repeat,⭐,word,5,8,Stern,star,étoile,별,星,
Vần có âm cuối,🔗,1,"Vần ao, eo",cao,,,🦒,word,5,8,"hoch, groß",tall,grand,키가 큰,高い,
Vần có âm cuối,🔗,1,"Vần ao, eo",gạo,,,🌾,word,5,8,Reis (roh),rice grain,riz (cru),쌀,米,
Vần có âm cuối,🔗,1,"Vần ao, eo",cáo,,,🦊,word,5,8,Fuchs,fox,renard,여우,きつね,
Vần có âm cuối,🔗,1,"Vần ao, eo",báo,,,🐆,word,5,8,Leopard,leopard,léopard,표범,ヒョウ,
Vần có âm cuối,🔗,1,"Vần ao, eo",mèo,,,🐱,word,5,8,Katze,cat,chat,고양이,猫,
Vần có âm cuối,🔗,1,"Vần ao, eo",heo,,,🐷,word,5,8,Schwein,pig,cochon,돼지,ぶた,
Vần có âm cuối,🔗,1,"Vần ao, eo",kéo,,,✂️,word,5,8,Schere,scissors,ciseaux,가위,はさみ,
Vần có âm cuối,🔗,1,"Vần au, âu, êu",rau,,spell_along build_syllable read_pick listen_repeat,🥬,word,5,8,Gemüse,vegetables,légumes,채소,野菜,
Vần có âm cuối,🔗,1,"Vần au, âu, êu",màu,,,🎨,word,5,8,Farbe,colour,couleur,색깔,色,
Vần có âm cuối,🔗,1,"Vần au, âu, êu",trâu,,,🐃,word,5,8,Wasserbüffel,water buffalo,buffle,물소,水牛,
Vần có âm cuối,🔗,1,"Vần au, âu, êu",cầu,,,🌉,word,5,8,Brücke,bridge,pont,다리,橋,
Vần có âm cuối,🔗,1,"Vần au, âu, êu",lều,,,⛺,word,5,8,Zelt,tent,tente,텐트,テント,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",thìa,,build_syllable fill_letter read_pick listen_repeat,🥄,word,5,8,Löffel,spoon,cuillère,숟가락,スプーン,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",đĩa,,,🍽️,word,5,8,Teller,plate,assiette,접시,皿,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",cua,,,🦀,word,5,8,Krabbe,crab,crabe,게,カニ,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",rùa,,,🐢,word,5,8,Schildkröte,turtle,tortue,거북이,かめ,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",vua,,,👑,word,5,8,König,king,roi,왕,王様,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",mưa,,,🌧️,word,5,8,Regen,rain,pluie,비,雨,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",sữa,,,🥛,word,5,8,Milch,milk,lait,우유,牛乳,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",dừa,,,🥥,word,5,8,Kokosnuss,coconut,noix de coco,코코넛,ココナッツ,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",lửa,,,🔥,word,5,8,Feuer,fire,feu,불,火,
Nguyên âm đôi,🎶,1,"Vần ia, ua, ưa",cửa,,,🚪,word,5,8,Tür,door,porte,문,ドア,
Nguyên âm đôi,🎶,1,Vần iê (yê),biển,,build_syllable fill_letter read_pick listen_repeat,🌊,word,5,8,Meer,sea,mer,바다,海,
Nguyên âm đôi,🎶,1,Vần iê (yê),tiền,,,💵,word,5,8,Geld,money,argent,돈,お金,
Nguyên âm đôi,🎶,1,Vần iê (yê),kiến,,,🐜,word,5,8,Ameise,ant,fourmi,개미,あり,
Nguyên âm đôi,🎶,1,Vần iê (yê),miệng,,,👄,word,5,8,Mund,mouth,bouche,입,口,
Nguyên âm đôi,🎶,1,Vần iê (yê),điện,,,🔌,word,5,8,Strom,electricity,électricité,전기,電気,
Nguyên âm đôi,🎶,1,Vần iê (yê),xiếc,,,🎪,word,5,8,Zirkus,circus,cirque,서커스,サーカス,
Nguyên âm đôi,🎶,1,Vần uô,chuối,,build_syllable fill_letter read_pick listen_repeat,🍌,word,5,8,Banane,banana,banane,바나나,バナナ,
Nguyên âm đôi,🎶,1,Vần uô,muối,,,🧂,word,5,8,Salz,salt,sel,소금,塩,
Nguyên âm đôi,🎶,1,Vần uô,chuông,,,🔔,word,5,8,Glocke,bell,cloche,종,鈴,
Nguyên âm đôi,🎶,1,Vần uô,thuốc,,,💊,word,5,8,Medizin,medicine,médicament,약,薬,
Nguyên âm đôi,🎶,1,Vần uô,buồm,,,⛵,word,5,8,Segel,sail,voile (bateau),돛,帆,
Nguyên âm đôi,🎶,1,Vần ươ,vườn,,build_syllable fill_letter read_pick listen_repeat,🏡,word,5,8,Garten,garden,jardin,정원,庭,
Nguyên âm đôi,🎶,1,Vần ươ,bướm,,,🦋,word,5,8,Schmetterling,butterfly,papillon,나비,ちょう,
Nguyên âm đôi,🎶,1,Vần ươ,trường,,,🏫,word,5,8,Schule,school,école,학교,学校,
Nguyên âm đôi,🎶,1,Vần ươ,đường,,,🛣️,word,5,8,"Straße, Weg","road, way","route, chemin",길,道,
Nguyên âm đôi,🎶,1,Vần ươ,cười,,,😄,word,5,8,lachen,to laugh,rire,웃다,笑う,
Nguyên âm đôi,🎶,1,Vần ươ,ngựa,,,🐴,word,5,8,Pferd,horse,cheval,말,馬,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,chó,,build_syllable fill_letter read_pick listen_repeat,🐶,word,5,8,Hund,dog,chien,개,犬,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,chim,,,🐦,word,5,8,Vogel,bird,oiseau,새,鳥,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,chuột,,,🐭,word,5,8,Maus,mouse,souris,쥐,ねずみ,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,chổi,,,🧹,word,5,8,Besen,broom,balai,빗자루,ほうき,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,trứng,,,🥚,word,5,8,Ei,egg,œuf,계란,卵,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,trăng,,,🌙,word,5,8,Mond,moon,lune,달,月,
Phụ âm ghép và chính tả,✍️,1,Âm ch và tr,trống,,,🥁,word,5,8,Trommel,drum,tambour,북,太鼓,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",khỉ,,build_syllable fill_letter read_pick listen_repeat,🐒,word,5,8,Affe,monkey,singe,원숭이,さる,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",khóa,,,🔑,word,5,8,"Schlüssel, Schloss","key, lock","clé, serrure","열쇠, 자물쇠",鍵,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",khăn,,,🧣,word,5,8,"Schal, Tuch","scarf, cloth","écharpe, tissu","스카프, 수건",スカーフ、布,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",ghế,,,🪑,word,5,8,Stuhl,chair,chaise,의자,いす,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",nghé,,,🐃,word,5,8,Büffelkalb,baby buffalo,bufflon,아기 물소,子水牛,
Phụ âm ghép và chính tả,✍️,1,"Âm kh, gh và ngh",nghĩ,,,💭,word,5,8,denken,to think,penser,생각하다,考える,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",giày,,build_syllable fill_letter read_pick listen_repeat,👟,word,5,8,Schuhe,shoes,chaussures,신발,くつ,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",giường,,,🛏️,word,5,8,Bett,bed,lit,침대,ベッド,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",gió,,,💨,word,5,8,Wind,wind,vent,바람,風,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",ngô,,,🌽,word,5,8,Mais,corn,maïs,옥수수,とうもろこし,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",ngủ,,,😴,word,5,8,schlafen,to sleep,dormir,자다,寝る,
Phụ âm ghép và chính tả,✍️,1,"Âm gi, ng và nh",nhẫn,,,💍,word,5,8,Ring,ring,bague,반지,指輪,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",phở,,build_syllable fill_letter read_pick listen_repeat,🍜,word,5,8,Nudelsuppe Phở,pho noodle soup,soupe de nouilles phở,쌀국수,フォー,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",quà,,,🎁,word,5,8,Geschenk,gift,cadeau,선물,プレゼント,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",quả,,,🍎,word,5,8,Frucht,fruit,fruit,과일,果物,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",quần,,,👖,word,5,8,Hose,trousers,pantalon,바지,ズボン,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",thỏ,,,🐰,word,5,8,Hase,rabbit,lapin,토끼,うさぎ,
Phụ âm ghép và chính tả,✍️,1,"Âm ph, qu và th",thuyền,,,⛵,word,5,8,Boot,boat,bateau,배,船,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",cá,,build_syllable fill_letter read_pick listen_repeat,🐟,word,5,8,Fisch,fish,poisson,물고기,魚,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",cờ,,,🚩,word,5,8,Fahne,flag,drapeau,깃발,旗,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",kem,,,🍦,word,5,8,Eis,ice cream,glace,아이스크림,アイス,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",kéo,,,✂️,word,5,8,Schere,scissors,ciseaux,가위,はさみ,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",kiến,,,🐜,word,5,8,Ameise,ant,fourmi,개미,あり,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",quả,,,🍎,word,5,8,Frucht,fruit,fruit,과일,果物,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",gà,,,🐔,word,5,8,Huhn,chicken,poule,닭,にわとり,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",ghế,,,🪑,word,5,8,Stuhl,chair,chaise,의자,いす,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",ngô,,,🌽,word,5,8,Mais,corn,maïs,옥수수,とうもろこし,
Phụ âm ghép và chính tả,✍️,1,"Luật chính tả: c/k/q, g/gh, ng/ngh",nghé,,,🐃,word,5,8,Büffelkalb,baby buffalo,bufflon,아기 물소,子水牛,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con chó,,read_pick listen_pick_text match listen_repeat,🐶,word,5,8,Hund,dog,chien,개,犬,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con mèo,,,🐱,word,5,8,Katze,cat,chat,고양이,猫,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con gà,,,🐔,word,5,8,Huhn,chicken,poule,닭,にわとり,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con vịt,,,🦆,word,5,8,Ente,duck,canard,오리,あひる,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con heo,,,🐷,word,5,8,Schwein,pig,cochon,돼지,ぶた,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con bò,,,🐮,word,5,8,Kuh,cow,vache,소,牛,
Đọc từ và câu ngắn,📖,1,Đọc từ: con vật quanh nhà,con cá,,,🐟,word,5,8,Fisch,fish,poisson,물고기,魚,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,bố,,read_pick listen_pick_text match listen_repeat,👨,word,5,8,Papa,dad,papa,아빠,パパ,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,mẹ,,,👩,word,5,8,Mama,mom,maman,엄마,ママ,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,ông,,,👴,word,5,8,Opa,grandpa,grand-père,할아버지,おじいちゃん,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,bà,,,👵,word,5,8,Oma,grandma,grand-mère,할머니,おばあちゃん,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,anh,,,👦,word,5,8,großer Bruder,older brother,grand frère,형/오빠,お兄ちゃん,
Đọc từ và câu ngắn,📖,1,Đọc từ: người thân,chị,,,👧,word,5,8,große Schwester,older sister,grande sœur,누나/언니,お姉ちゃん,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,cơm,,read_pick listen_pick_text match listen_repeat,🍚,word,5,8,Reis,rice,riz,밥,ご飯,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,phở,,,🍜,word,5,8,Pho (Nudelsuppe),pho (noodle soup),phở (soupe de nouilles),쌀국수,フォー,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,bánh mì,,,🥖,word,5,8,Brot,bread,pain,빵,パン,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,trứng,,,🥚,word,5,8,Ei,egg,œuf,계란,卵,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,rau,,,🥬,word,5,8,Gemüse,vegetables,légumes,채소,野菜,
Đọc từ và câu ngắn,📖,1,Đọc từ: bữa cơm,canh,,,🍲,word,5,8,Suppe,soup,soupe,국,スープ,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái giường,,read_pick listen_pick_text match listen_repeat,🛏️,phrase,5,8,Bett,bed,lit,침대,ベッド,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái ghế,,,🪑,phrase,5,8,Stuhl,chair,chaise,의자,いす,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái cửa,,,🚪,phrase,5,8,Tür,door,porte,문,ドア,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái đèn,,,💡,phrase,5,8,Lampe,lamp,lampe,등,ランプ,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái tivi,,,📺,phrase,5,8,Fernseher,TV,télé,텔레비전,テレビ,
Đọc từ và câu ngắn,📖,1,Đọc từ: trong nhà,cái đồng hồ,,,⏰,phrase,5,8,Uhr,clock,horloge,시계,時計,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con chào bà ạ.,,read_pick order_words listen_repeat,👵,sentence,5,8,"Hallo, Oma.","Hello, Grandma.",Bonjour grand-mère.,"할머니, 안녕하세요.",おばあちゃん、こんにちは。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con chào ông ạ.,,,👴,sentence,5,8,"Hallo, Opa.","Hello, Grandpa.",Bonjour grand-père.,"할아버지, 안녕하세요.",おじいちゃん、こんにちは。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con chào bố ạ.,,,👨,sentence,5,8,"Hallo, Papa.","Hello, Dad.",Bonjour papa.,"아빠, 안녕하세요.",パパ、こんにちは。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con chào mẹ ạ.,,,👩,sentence,5,8,"Hallo, Mama.","Hello, Mom.",Bonjour maman.,"엄마, 안녕하세요.",ママ、こんにちは。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con cảm ơn mẹ ạ.,,,🙏,sentence,5,8,"Danke, Mama.","Thank you, Mom.",Merci maman.,"엄마, 감사합니다.",ママ、ありがとう。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con xin lỗi ạ.,,,🙇,sentence,5,8,Es tut mir leid.,I'm sorry.,Je suis désolé.,죄송해요.,ごめんなさい。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con mời bà ăn cơm ạ.,,,🍚,sentence,5,8,"Oma, komm bitte essen.","Grandma, please come and eat.","Grand-mère, venez manger s'il vous plaît.","할머니, 식사하세요.",おばあちゃん、ご飯を召し上がってください。,
Đọc từ và câu ngắn,📖,1,Đọc câu: chào và cảm ơn,Con đi học đây ạ.,,,🎒,sentence,5,8,Ich gehe jetzt zur Schule.,I'm off to school now.,Je pars à l'école.,학교에 다녀올게요.,学校に行ってきます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Đây là bố.,,read_pick order_words listen_repeat,👨,sentence,5,8,Das ist Papa.,This is Dad.,C'est papa.,이분은 아빠예요.,これはパパです。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Đây là mẹ.,,,👩,sentence,5,8,Das ist Mama.,This is Mom.,C'est maman.,이분은 엄마예요.,これはママです。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Đây là bà.,,,👵,sentence,5,8,Das ist Oma.,This is Grandma.,C'est grand-mère.,이분은 할머니예요.,これはおばあちゃんです。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Nhà con có bốn người.,,,🏠,sentence,5,8,Wir sind zu viert zu Hause.,There are four people in my family.,Ma famille a quatre personnes.,우리 가족은 네 명이에요.,私の家族は四人です。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Mẹ nấu cơm.,,,🍳,sentence,5,8,Mama kocht Reis.,Mom is cooking rice.,Maman prépare le riz.,엄마가 밥을 해요.,ママがご飯を作っています。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Bố đi làm.,,,💼,sentence,5,8,Papa geht zur Arbeit.,Dad goes to work.,Papa va au travail.,아빠가 일하러 가요.,パパが仕事に行きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Bà kể chuyện.,,,📚,sentence,5,8,Oma erzählt eine Geschichte.,Grandma tells a story.,Grand-mère raconte une histoire.,할머니가 이야기를 해줘요.,おばあちゃんがお話をしてくれます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: nói về gia đình,Con yêu gia đình.,,,❤️,sentence,5,8,Ich liebe meine Familie.,I love my family.,J'aime ma famille.,저는 가족을 사랑해요.,私は家族が大好きです。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Con rửa tay.,,read_pick order_words listen_repeat,🧼,sentence,5,8,Ich wasche mir die Hände.,I wash my hands.,Je me lave les mains.,손을 씻어요.,手を洗います。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Con ăn cơm.,,,🍚,sentence,5,8,Ich esse Reis.,I eat rice.,Je mange du riz.,밥을 먹어요.,ご飯を食べます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Con uống sữa.,,,🥛,sentence,5,8,Ich trinke Milch.,I drink milk.,Je bois du lait.,우유를 마셔요.,牛乳を飲みます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Con thích quả chuối.,,,🍌,sentence,5,8,Ich mag Bananen.,I like bananas.,J'aime les bananes.,저는 바나나를 좋아해요.,私はバナナが好きです。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Cơm ngon quá!,,,😋,sentence,5,8,Das Essen schmeckt so gut!,The food is so delicious!,C'est tellement délicieux !,정말 맛있어요!,とてもおいしいです！,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Mẹ nấu canh.,,,🍲,sentence,5,8,Mama kocht Suppe.,Mom is cooking soup.,Maman prépare la soupe.,엄마가 국을 끓여요.,ママがスープを作っています。,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Nóng quá!,,,🥵,sentence,5,8,Das ist heiß!,It's hot!,C'est trop chaud !,너무 뜨거워요!,熱すぎます！,
Đọc từ và câu ngắn,📖,1,Đọc câu: ăn uống,Con ăn phở.,,,🍜,sentence,5,8,Ich esse Pho.,I eat pho.,Je mange du pho.,저는 쌀국수를 먹어요.,私はフォーを食べます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con mèo kêu meo meo.,,read_pick order_words listen_repeat,🐱,sentence,5,8,Die Katze macht miau.,The cat says meow.,Le chat fait miaou.,고양이가 야옹야옹 울어요.,猫がニャーニャー鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con chó sủa gâu gâu.,,,🐶,sentence,5,8,Der Hund bellt wau wau.,The dog barks woof woof.,Le chien fait ouaf ouaf.,강아지가 멍멍 짖어요.,犬がワンワン鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con gà gáy ò ó o.,,,🐓,sentence,5,8,Der Hahn kräht kikeriki.,The rooster crows cock-a-doodle-doo.,Le coq chante cocorico.,수탉이 꼬끼오 울어요.,鶏がコケコッコーと鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con vịt kêu cạc cạc.,,,🦆,sentence,5,8,Die Ente macht quak quak.,The duck says quack quack.,Le canard fait coin coin.,오리가 꽥꽥 울어요.,アヒルがガーガー鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con heo kêu ụt ịt.,,,🐷,sentence,5,8,Das Schwein grunzt.,The pig oinks.,Le cochon fait groin groin.,돼지가 꿀꿀 울어요.,豚がブーブー鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Con ếch kêu ộp ộp.,,,🐸,sentence,5,8,Der Frosch quakt.,The frog croaks.,La grenouille fait coa coa.,개구리가 개굴개굴 울어요.,カエルがゲロゲロ鳴きます。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Trời mưa rồi.,,,🌧️,sentence,5,8,Es regnet.,It's raining.,Il pleut.,비가 와요.,雨が降っています。,
Đọc từ và câu ngắn,📖,1,Đọc câu: con vật kêu,Trời nắng đẹp quá.,,,☀️,sentence,5,8,Was für ein schöner sonniger Tag!,What a beautiful sunny day!,Quelle belle journée ensoleillée !,날씨가 정말 화창해요!,とてもいい天気ですね！,
