unit,unit_emoji,level,lesson,vi,say,activities,choices,answer,emoji,type,min_age,max_age,de,en,fr,ko,ja,pic
Viết đúng chính tả,✍️,4,Viết hoa đầu câu và tên riêng,Mai đọc sách ở thư viện.,,,,,📚,sentence,6,8,Mai liest in der Bibliothek ein Buch.,Mai reads a book in the library.,Mai lit un livre à la bibliothèque.,마이는 도서관에서 책을 읽어요.,マイは図書館で本を読みます。,decor
Viết đúng chính tả,✍️,4,Viết hoa đầu câu và tên riêng,Sông Hồng chảy qua Hà Nội.,,,,,🏞️,sentence,6,8,Der Rote Fluss fließt durch Hanoi.,The Red River flows through Hanoi.,Le fleuve Rouge traverse Hanoï.,홍강은 하노이를 지나 흘러요.,紅河はハノイを流れています。,decor
Viết đúng chính tả,✍️,4,Viết hoa đầu câu và tên riêng,Bà kể chuyện cho Lan nghe.,,,,,👵,sentence,6,8,Oma erzählt Lan eine Geschichte.,Grandma tells Lan a story.,Grand-mère raconte une histoire à Lan.,할머니가 란에게 이야기를 해줘요.,おばあちゃんがランにお話をしてくれます。,decor
Viết đúng chính tả,✍️,4,Viết hoa đầu câu và tên riêng,Huế có nhiều cung điện cổ.,,,,,🏯,sentence,6,8,Huế hat viele alte Paläste.,Huế has many old palaces.,Huế a de nombreux anciens palais.,후에에는 오래된 궁전이 많아요.,フエには古い宮殿がたくさんあります。,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than",Trời mưa rồi.,,write_check fill_word order_words listen_repeat,,,🌧️,sentence,6,8,Es regnet.,It is raining.,Il pleut.,비가 와요.,雨が降っています。,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than",Con đang làm gì?,,,,,🤔,sentence,6,8,Was machst du gerade?,What are you doing?,Que fais-tu ?,뭐 하고 있어요?,何をしていますか。,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than","Ôi, bông hoa đẹp quá!",,,,,🌸,sentence,6,8,"Oh, was für eine schöne Blume!","Oh, what a beautiful flower!","Oh, quelle belle fleur !","우와, 꽃이 정말 예뻐요!",わあ、お花がとてもきれい！,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than",Bạn tên là gì?,,,,,🙋,sentence,6,8,Wie heißt du?,What is your name?,Comment tu t'appelles ?,이름이 뭐예요?,お名前は何ですか。,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than",Cẩn thận nhé!,,,,,⚠️,sentence,6,8,Pass auf!,Be careful!,Fais attention !,조심하세요!,気をつけて！,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than","Mẹ mua cam, táo và chuối.",,,,,🍎,sentence,6,8,"Mama kauft Orangen, Äpfel und Bananen.","Mum buys oranges, apples and bananas.","Maman achète des oranges, des pommes et des bananes.","엄마가 오렌지, 사과, 바나나를 사요.",ママはオレンジとりんごとバナナを買います。,decor
Viết đúng chính tả,✍️,4,"Dấu câu: chấm, chấm hỏi, chấm than",Con có khỏe không?,,,,,😊,sentence,6,8,Geht es dir gut?,Are you well?,Comment vas-tu ?,잘 지내요?,元気ですか。,decor
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",cá,,spell_word trace read_pick listen_repeat,,,🐟,word,6,8,Fisch,fish,poisson,물고기,魚,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",cờ,,,,,🚩,word,6,8,Fahne,flag,drapeau,깃발,旗,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",kẹo,,,,,🍬,word,6,8,Bonbon,"sweet, candy",bonbon,사탕,あめ,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",kính,,,,,👓,word,6,8,Brille,glasses,lunettes,안경,めがね,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",quả,,,,,🍎,word,6,8,Frucht,fruit,fruit,과일,果物,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",gà,,,,,🐔,word,6,8,Huhn,chicken,poule,닭,にわとり,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",ghế,,,,,🪑,word,6,8,Stuhl,chair,chaise,의자,いす,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",ngô,,,,,🌽,word,6,8,Mais,corn,maïs,옥수수,とうもろこし,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",nghé,,,,,🐃,word,6,8,Büffelkalb,baby buffalo,bufflon,아기 물소,子水牛,
Viết đúng chính tả,✍️,4,"Chính tả: c, k, q, g, gh, ng, ngh",nghe,,,,,👂,word,6,8,hören,"to listen, to hear",écouter,듣다,聞く,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",chổi,,spell_word trace read_pick listen_repeat,,,🧹,word,6,8,Besen,broom,balai,빗자루,ほうき,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",trứng,,,,,🥚,word,6,8,Ei,egg,œuf,계란,卵,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",trăng,,,,,🌙,word,6,8,Mond,moon,lune,달,月,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",sữa,,,,,🥛,word,6,8,Milch,milk,lait,우유,牛乳,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",xôi,,,,,🍙,word,6,8,Klebreis,sticky rice,riz gluant,찰밥,おこわ,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",sao,,,,,⭐,word,6,8,Stern,star,étoile,별,星,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",giày,,,,,👟,word,6,8,Schuhe,shoes,chaussures,신발,くつ,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",rùa,,,,,🐢,word,6,8,Schildkröte,turtle,tortue,거북이,かめ,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",rau,,,,,🥬,word,6,8,Gemüse,vegetables,légumes,채소,野菜,
Viết đúng chính tả,✍️,4,"Chính tả: ch, tr, s, x, d, gi, r",dê,,,,,🐐,word,6,8,Ziege,goat,chèvre,염소,やぎ,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,nhảy,,read_pick spell_word match listen_repeat,,,🤸,word,6,8,springen,to jump,sauter,뛰다,跳ぶ,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,bơi,,,,,🏊,word,6,8,schwimmen,to swim,nager,수영하다,泳ぐ,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,viết,,,,,✍️,word,6,8,schreiben,to write,écrire,쓰다,書く,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,đọc,,,,,📖,word,6,8,lesen,to read,lire,읽다,読む,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,hát,,,,,🎤,word,6,8,singen,to sing,chanter,노래하다,歌う,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,múa,,,,,💃,word,6,8,tanzen,to dance,danser,춤추다,踊る,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,cười,,,,,😄,word,6,8,lachen,to laugh,rire,웃다,笑う,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ hoạt động,khóc,,,,,😢,word,6,8,weinen,to cry,pleurer,울다,泣く,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,to,,read_pick spell_word match listen_repeat,,,🐘,word,6,8,groß,big,grand,큰,大きい,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,nhỏ,,,,,🐜,word,6,8,klein,small,petit,작은,小さい,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,cao,,,,,🦒,word,6,8,"hoch, groß",tall,grand (taille),키가 큰,高い,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,nhanh,,,,,🐆,word,6,8,schnell,fast,rapide,빠른,速い,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,chậm,,,,,🐌,word,6,8,langsam,slow,lent,느린,遅い,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,nóng,,,,,🥵,word,6,8,heiß,hot,chaud,뜨거운,熱い,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,lạnh,,,,,🥶,word,6,8,kalt,cold,froid,추운,寒い,
Từ chỉ hoạt động và đặc điểm,🧠,4,Từ chỉ đặc điểm,sáng,,,,,☀️,word,6,8,hell,bright,lumineux,밝은,明るい,
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Con báo chạy rất nhanh.,,fill_word order_words write_check listen_repeat,,,🐆,sentence,6,8,Der Leopard rennt sehr schnell.,The leopard runs very fast.,Le léopard court très vite.,표범은 아주 빨리 달려요.,ヒョウはとても速く走ります。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Con ốc sên bò rất chậm.,,,,,🐌,sentence,6,8,Die Schnecke kriecht sehr langsam.,The snail crawls very slowly.,L'escargot rampe très lentement.,달팽이는 아주 느리게 기어가요.,カタツムリはとてもゆっくり進みます。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Con voi rất to.,,,,,🐘⬆️,sentence,6,8,Der Elefant ist sehr groß.,The elephant is very big.,L'éléphant est très grand.,코끼리는 아주 커요.,ゾウはとても大きいです。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Con kiến rất nhỏ.,,,,,🐜🔬,sentence,6,8,Die Ameise ist sehr klein.,The ant is very small.,La fourmi est très petite.,개미는 아주 작아요.,アリはとても小さいです。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Hôm nay trời nóng quá.,,,,,🥵,sentence,6,8,Heute ist es so heiß.,It is so hot today.,Il fait très chaud aujourd'hui.,오늘 날씨가 너무 더워요.,今日はとても暑いです。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Mùa đông trời lạnh.,,,,,🥶,sentence,6,8,Im Winter ist es kalt.,In winter it is cold.,"En hiver, il fait froid.",겨울에는 날씨가 추워요.,冬は寒いです。,decor
Từ chỉ hoạt động và đặc điểm,🧠,4,Đặt câu với từ chỉ đặc điểm,Con hươu cao cổ rất cao.,,,,,🦒,sentence,6,8,Die Giraffe ist sehr groß.,The giraffe is very tall.,La girafe est très grande.,기린은 키가 아주 커요.,キリンはとても背が高いです。,decor
Kể chuyện theo tranh,🖼️,4,Em trồng cây,Em gieo một hạt giống xuống đất.,,order_story order_words read_pick listen_repeat,,,🌰,sentence,6,8,Ich säe ein Samenkorn in die Erde.,I plant a seed in the soil.,Je sème une graine dans la terre.,저는 흙에 씨앗을 심어요.,私は土に種をまきます。,
Kể chuyện theo tranh,🖼️,4,Em trồng cây,Em tưới nước cho hạt mỗi ngày.,,,,,💧,sentence,6,8,Ich gieße den Samen jeden Tag.,I water the seed every day.,J'arrose la graine tous les jours.,저는 매일 씨앗에 물을 줘요.,私は毎日種に水をやります。,
Kể chuyện theo tranh,🖼️,4,Em trồng cây,"Vài ngày sau, hạt nảy mầm.",,,,,🌱,sentence,6,8,Nach ein paar Tagen keimt der Samen.,"A few days later, the seed sprouts.","Quelques jours plus tard, la graine germe.",며칠 후 씨앗에서 싹이 나요.,数日後、種から芽が出ます。,
Kể chuyện theo tranh,🖼️,4,Em trồng cây,Cây lớn dần lên.,,,,,🌿,sentence,6,8,Die Pflanze wächst allmählich.,The plant grows bigger.,La plante grandit petit à petit.,나무가 점점 자라요.,木がだんだん大きくなります。,
Kể chuyện theo tranh,🖼️,4,Em trồng cây,"Cuối cùng, cây nở một bông hoa đẹp.",,,,,🌻,sentence,6,8,Schließlich blüht eine schöne Blume.,"Finally, the plant blooms a beautiful flower.","Enfin, la plante fait fleurir une belle fleur.",마침내 나무에 예쁜 꽃이 피어요.,ついに木にきれいな花が咲きます。,
Kể chuyện theo tranh,🖼️,4,Đi chợ cùng mẹ,"Sáng chủ nhật, em đi chợ cùng mẹ.",,order_story order_words read_pick listen_repeat,,,🧺,sentence,6,8,Am Sonntagmorgen gehe ich mit Mama auf den Markt.,"On Sunday morning, I go to the market with Mum.","Dimanche matin, je vais au marché avec maman.","일요일 아침, 저는 엄마와 시장에 가요.",日曜日の朝、私はママと市場に行きます。,
Kể chuyện theo tranh,🖼️,4,Đi chợ cùng mẹ,Mẹ mua rau và cá.,,,,,🥬,sentence,6,8,Mama kauft Gemüse und Fisch.,Mum buys vegetables and fish.,Maman achète des légumes et du poisson.,엄마가 채소와 생선을 사요.,ママは野菜と魚を買います。,
Kể chuyện theo tranh,🖼️,4,Đi chợ cùng mẹ,Em xách túi giúp mẹ.,,,,,👜,sentence,6,8,Ich trage Mama die Tasche.,I carry the bag for Mum.,Je porte le sac pour aider maman.,저는 엄마를 도와 가방을 들어요.,私はママを手伝って袋を持ちます。,
Kể chuyện theo tranh,🖼️,4,Đi chợ cùng mẹ,"Về nhà, mẹ nấu canh cá.",,,,,🍲,sentence,6,8,Zu Hause kocht Mama Fischsuppe.,"At home, Mum cooks fish soup.","De retour à la maison, maman prépare une soupe de poisson.",집에 돌아와 엄마가 생선국을 끓여요.,家に帰るとママが魚のスープを作ります。,
Kể chuyện theo tranh,🖼️,4,Đi chợ cùng mẹ,Cả nhà ăn cơm thật ngon.,,,,,🍚,sentence,6,8,Die ganze Familie isst mit großem Appetit.,The whole family enjoys a delicious meal.,Toute la famille mange un délicieux repas.,온 가족이 맛있게 밥을 먹어요.,家族みんなでおいしいご飯を食べます。,
Kể chuyện theo tranh,🖼️,4,Cơn mưa và cầu vồng,Trời đang nắng thì mây đen kéo đến.,,order_story order_words read_pick listen_repeat,,,🌥️,sentence,6,8,"Eben schien noch die Sonne, da zogen dunkle Wolken auf.",It was sunny when dark clouds rolled in.,Il faisait soleil quand des nuages noirs arrivèrent.,날씨가 맑다가 먹구름이 몰려왔어요.,晴れていたのに黒い雲がやってきました。,
Kể chuyện theo tranh,🖼️,4,Cơn mưa và cầu vồng,Mưa rơi xuống ào ào.,,,,,🌧️,sentence,6,8,Der Regen prasselt herab.,The rain pours down.,La pluie tombe à verse.,비가 쏴아 쏟아져요.,雨がざあざあ降ります。,
Kể chuyện theo tranh,🖼️,4,Cơn mưa và cầu vồng,Nam mở ô che mưa.,,,,,☂️,sentence,6,8,Nam spannt den Regenschirm auf.,Nam opens an umbrella against the rain.,Nam ouvre son parapluie pour se protéger de la pluie.,남이 우산을 펴서 비를 막아요.,ナムは傘を開いて雨をよけます。,
Kể chuyện theo tranh,🖼️,4,Cơn mưa và cầu vồng,"Mưa tạnh, cầu vồng hiện ra.",,,,,🌈,sentence,6,8,"Der Regen hört auf, ein Regenbogen erscheint.",The rain stops and a rainbow appears.,"La pluie s'arrête, un arc-en-ciel apparaît.",비가 그치고 무지개가 나타나요.,雨がやんで虹が現れます。,
Kể chuyện theo tranh,🖼️,4,Cơn mưa và cầu vồng,Nam reo lên vui sướng.,,,,,😄,sentence,6,8,Nam jubelt vor Freude.,Nam cheers with joy.,Nam pousse un cri de joie.,남은 기뻐서 소리쳐요.,ナムは嬉しくて歓声をあげます。,
Kể chuyện theo tranh,🖼️,4,Sinh nhật của Lan,Sáng nay Lan tròn sáu tuổi.,,order_story order_words read_pick listen_repeat,,,🎈,sentence,6,8,Heute Morgen wird Lan sechs Jahre alt.,This morning Lan turns six.,"Ce matin, Lan a six ans tout rond.",오늘 아침 란은 여섯 살이 되었어요.,今朝ランはちょうど六歳になりました。,
Kể chuyện theo tranh,🖼️,4,Sinh nhật của Lan,Mẹ làm cho Lan một chiếc bánh kem.,,,,,🎂,sentence,6,8,Mama macht Lan eine Sahnetorte.,Mum makes Lan a cream cake.,Maman fait un gâteau à la crème pour Lan.,엄마가 란에게 크림 케이크를 만들어줘요.,ママがランに生クリームケーキを作ります。,
Kể chuyện theo tranh,🖼️,4,Sinh nhật của Lan,Bạn bè đến chúc mừng sinh nhật Lan.,,,,,🎁,sentence,6,8,Freunde kommen und gratulieren Lan zum Geburtstag.,Friends come to wish Lan a happy birthday.,Les amis viennent souhaiter un bon anniversaire à Lan.,친구들이 란의 생일을 축하하러 와요.,友達がランの誕生日を祝いに来ます。,
Kể chuyện theo tranh,🖼️,4,Sinh nhật của Lan,Lan thổi nến và ước một điều.,,,,,🕯️,sentence,6,8,Lan bläst die Kerzen aus und wünscht sich etwas.,Lan blows out the candles and makes a wish.,Lan souffle les bougies et fait un vœu.,란은 촛불을 불고 소원을 빌어요.,ランはろうそくを吹き消して願い事をします。,
Kể chuyện theo tranh,🖼️,4,Sinh nhật của Lan,Ai cũng vỗ tay và hát mừng.,,,,,👏,sentence,6,8,Alle klatschen und singen.,Everyone claps and sings.,Tout le monde applaudit et chante en fête.,모두 박수치며 축하 노래를 불러요.,みんな拍手して祝いの歌を歌います。,
